pop	chromosome	window_pos_1	window_pos_2	avg_watterson_theta	no_sites	raw_watterson_theta	no_var_sites	weighted_no_sites
Central America	II	2560001	2570000	0.00042410124647639	9486	4.023024424075	23	9325.367816092
Australia	II	2560001	2570000	0.00035560489346816	9312	3.3113927679755	10	9305.5
Micronesia	II	2560001	2570000	0.00046264897348297	9486	4.3886881624595	24	9358.7536231884
Taiwan	II	2570001	2580000	0.00069086840630577	9651	6.667570989257	35	9590.1296296296
Hawaii	II	2570001	2580000	0.00050361527119887	9651	4.8603909823403	26	9577.7833333333
Caribbean	II	2570001	2580000	0.00043949069907295	9651	4.241524736753	23	9627.734375
Indonesia	II	2570001	2580000	0.00039962172948863	9651	3.8567493112948	10	9642.75
Africa	II	2570001	2580000	0.00038012222609424	9651	3.6685596040355	15	9602.8235294118
South America	II	2570001	2580000	0.00050042389528493	9651	4.8295910133949	33	9634.7662835249
Central America	II	2570001	2580000	0.00048888029827573	9651	4.718183758659	27	9550.2528735632
Australia	II	2570001	2580000	0.00013771648026515	9618	1.3245571071902	4	9518.8333333333
Micronesia	II	2570001	2580000	0.0003781163055233	9651	3.6492004646053	20	9495.6666666667
Taiwan	II	2580001	2590000	0.00081913753389842	8962	7.3411105787977	36	8179.3888888889
Hawaii	II	2580001	2590000	0.00069548830337617	8830	6.1411617188116	32	8339.4
Caribbean	II	2580001	2590000	0.0005916351657291	8963	5.30282599043	28	8493.359375
Indonesia	II	2580001	2590000	0.00056380501871591	8863	4.9970038808791	12	8036.75
Africa	II	2580001	2590000	0.00043930311681985	8830	3.8790465215193	15	8386.0588235294
South America	II	2580001	2590000	0.00072974638895054	9040	6.5969073561129	45	8589.4712643678
Central America	II	2580001	2590000	0.00055890859296187	9040	5.0525336803753	28	8501.4712643678
Australia	II	2580001	2590000	0.00015094667888208	8775	1.3245571071902	4	8426.6666666667
Micronesia	II	2580001	2590000	0.00050152608248182	9040	4.5337957856356	24	8024.1304347826
Taiwan	II	2590001	2600000	0.00077529975686757	9343	7.2436256284137	38	9263.9259259259
Hawaii	II	2590001	2600000	0.00070039846074584	9343	6.5438228187484	35	9250.6333333333
Caribbean	II	2590001	2600000	0.00063297659228731	9343	5.9139003017404	32	9198.421875
Indonesia	II	2590001	2600000	0.00039389911946544	9343	3.6801994731656	9	8272
Africa	II	2590001	2600000	0.00034029951016776	9343	3.1794183234974	13	9320.7058823529
South America	II	2590001	2600000	0.0010819136869195	9343	10.108319576889	69	9291.4329501916
Central America	II	2590001	2600000	0.00065384676295178	9343	6.1088903062585	35	9300.6091954023
Australia	II	2590001	2600000	0.00031898249932334	9343	2.980253491178	9	9322
Micronesia	II	2590001	2600000	0.00041119870761249	9343	3.8418295252235	21	9211.5797101449
Taiwan	II	2600001	2610000	0.00085681876578066	9561	8.1920442196288	43	9457.6666666667
Hawaii	II	2600001	2610000	0.00067058290614733	9561	6.4114431656746	34	9011.2333333333
Caribbean	II	2600001	2610000	0.00069436038469259	9561	6.6387796380458	36	9522.359375
Indonesia	II	2600001	2610000	0.00064541354440661	9561	6.1707988980716	16	9548
Africa	II	2600001	2610000	0.00061470653301752	9561	5.8772091621805	23	8990.7647058824
South America	II	2600001	2610000	0.00076535865851634	9561	7.3175941340747	50	9540.3333333333
Central America	II	2600001	2610000	0.00063900810000917	9561	6.1095564441877	35	9525.1149425287
Australia	II	2600001	2610000	0.00051962434898664	9559	4.9670891519633	15	9550.8333333333
Micronesia	II	2600001	2610000	0.00051460633738642	9561	4.9201511917516	27	9404.5362318841
Taiwan	II	2610001	2620000	0.00093483724883855	8985	8.3995126808144	44	8837.462962963
Hawaii	II	2610001	2620000	0.00071169743646751	8985	6.3946014666606	34	8745.7833333333
Caribbean	II	2610001	2620000	0.00068009893402681	8985	6.1106889222309	33	8896.890625
Indonesia	II	2610001	2620000	0.00087989251641871	8948	7.8732782369146	20	8825
Africa	II	2610001	2620000	0.0010914643325494	8985	9.8068070279566	38	8862.2941176471
South America	II	2610001	2620000	0.0012552998938552	8985	11.278869546289	77	8932.6743295019
Central America	II	2610001	2620000	0.00081772327753486	8985	7.3472436486507	42	8884.7586206897
Australia	II	2610001	2620000	0.00048281859559984	8916	4.3048105983682	13	8732.5
Micronesia	II	2610001	2620000	0.0005716495374776	8985	5.1362710942362	28	8748.9855072464
Taiwan	II	2620001	2630000	0.0018071281047172	8890	16.065368850936	75	7288.037037037
Hawaii	II	2620001	2630000	0.00081260674407343	8895	7.2281369885331	38	8647.5
Caribbean	II	2620001	2630000	0.00051893124954163	8905	4.6210827771682	25	8804.34375
Indonesia	II	2620001	2630000	0.0018356536961227	8761	16.082162031731	33	8027.25
Africa	II	2620001	2630000	0.00068086371927368	8905	6.0630914201321	24	8704.1764705882
South America	II	2620001	2630000	0.0010514162486581	8905	9.3628616943002	63	8037.0957854406
Central America	II	2620001	2630000	0.00097114066638548	8905	8.6480076341627	46	7177.8850574713
Australia	II	2620001	2630000	0.00037531369919251	8823	3.3113927679755	10	8635.6666666667
Micronesia	II	2620001	2630000	0.0004747402824562	8905	4.2275622152724	23	8570.9275362319
Taiwan	II	2630001	2640000	0.00067057113320723	9294	6.232288112028	32	8242.1851851852
Hawaii	II	2630001	2640000	0.00054252809582284	9294	5.0422561225775	27	9050.7166666667
Caribbean	II	2630001	2640000	0.00031760751331923	9294	2.9518442287889	16	9231.59375
Indonesia	II	2630001	2640000	0.00058658600269666	9294	5.4517303090628	14	8748.25
Africa	II	2630001	2640000	0.00042184273233278	9294	3.9206063543009	16	9175.2941176471
South America	II	2630001	2640000	0.00037973592225818	9294	3.5292656614676	24	8662.6513409962
Central America	II	2630001	2640000	0.00050987571071078	9294	4.738784855346	26	8079.1149425287
Australia	II	2630001	2640000	0.00030357507954112	8800	2.6714606999619	8	8766
Micronesia	II	2630001	2640000	0.00045271345775353	9294	4.2075188763613	23	9104.7391304348
Taiwan	II	2640001	2650000	0.0012289870809725	9019	11.084234483291	58	8663.4814814815
Hawaii	II	2640001	2650000	0.00085755142335744	9019	7.7342562872608	41	8406.15
Caribbean	II	2640001	2650000	0.00086626217349819	9019	7.8128185427801	42	8790.859375
Indonesia	II	2640001	2650000	0.001245909111432	9019	11.236854276005	29	8951
Africa	II	2640001	2650000	0.00089611323803887	9019	8.0820452938726	33	8916.8823529412
South America	II	2640001	2650000	0.00092840203881307	9019	8.3732579880551	57	8978.5632183908
Central America	II	2640001	2650000	0.00067929236636028	9019	6.1265378522034	35	8927.816091954
Australia	II	2640001	2650000	0.00079581657485593	8322	6.6227855359511	20	8261
Micronesia	II	2640001	2650000	0.00059425802371272	9019	5.359613115865	29	8692.6086956522
Taiwan	II	2650001	2660000	0.00078820799005686	8223	6.4814343022376	34	7327.6851851852
Hawaii	II	2650001	2660000	0.00055733746795114	8047	4.4848946046028	24	7372.7
Caribbean	II	2650001	2660000	0.00052858000931249	8164	4.3153271960272	23	7492.0625
Indonesia	II	2650001	2660000	0.0010206474685955	8089	8.2560173734693	21	7905.25
Africa	II	2650001	2660000	0.00048209070399218	8117	3.9131302443045	16	7317.1764705882
South America	II	2650001	2660000	0.00063839274496461	8258	5.2718472879177	36	7661.030651341
Central America	II	2650001	2660000	0.00044671051815767	8205	3.6652598014837	21	7506.8735632184
Australia	II	2650001	2660000	0.00041382064083673	8002	3.3113927679755	10	7517.5
Micronesia	II	2650001	2660000	0.00035477573216953	8242	2.9240615845412	16	7403.5797101449
Taiwan	II	2660001	2670000	0.00081296976787233	9393	7.6362250296248	40	9297.9444444444
Hawaii	II	2660001	2670000	0.00065739747611657	9393	6.174934493163	33	9321.9333333333
Caribbean	II	2660001	2670000	0.0006674745207711	9393	6.2695881736029	34	9365.34375
Indonesia	II	2660001	2670000	0.00049271789349023	9393	4.6280991735537	12	9316.25
Africa	II	2660001	2670000	0.00078338592592463	9393	7.35834400221	30	9353.1764705882
South America	II	2660001	2670000	0.00084381450805249	9393	7.925949674137	54	9341.2796934866
Central America	II	2660001	2670000	0.00048305338301913	9393	4.5373204266987	26	9296.6551724138
Australia	II	2660001	2670000	0.00031728451944831	9393	2.980253491178	9	9374.1666666667
Micronesia	II	2660001	2670000	0.00044928400502743	9393	4.2201246592226	23	9172.6086956522
Taiwan	II	2670001	2680000	0.0011028760242676	9321	10.279907422198	54	9262.6296296296
Hawaii	II	2670001	2680000	0.00062093472500518	9321	5.7877325717732	31	9239.2
Caribbean	II	2670001	2680000	0.00051466617181875	9321	4.7972033875225	26	9232.34375
Indonesia	II	2670001	2680000	0.00074582603785245	9308	6.9421487603306	18	9268.75
Africa	II	2670001	2680000	0.00060389043892135	9321	5.6288627811859	23	9255.7647058824
South America	II	2670001	2680000	0.00084795898762045	9321	7.9038257236102	54	9294.0498084291
Central America	II	2670001	2680000	0.00046814894410974	9321	4.3636163080469	25	9251.3448275862
Australia	II	2670001	2680000	0.00028420922802064	9321	2.6491142143804	8	9272
Micronesia	II	2670001	2680000	0.00041172187673988	9321	3.8376596130924	21	9110.652173913
Taiwan	II	2680001	2690000	0.00097090044852981	3576	3.4719400039426	18	3464.2962962963
Hawaii	II	2680001	2690000	0.00060630387115212	3534	2.1426778806516	11	3064
Caribbean	II	2680001	2690000	0.00046127803894879	4045	1.8658696675479	10	3546.4126984127
Indonesia	II	2680001	2690000	0.00028976328409427	3993	1.1570247933884	3	3623.5
Africa	II	2680001	2690000	0.00045242937242534	4033	1.8246476589914	7	3463
South America	II	2680001	2690000	0.00061104183185773	4109	2.5107708871034	17	3710.8812260536
Central America	II	2680001	2690000	0.00055131723036328	4120	2.2714269890967	13	3604.0804597701
Australia	II	2680001	2690000	9.3436590518497e-05	3544	0.33113927679755	1	3463.5
Micronesia	II	2680001	2690000	0.00035773724167399	4201	1.5028541522724	8	3513.652173913
Taiwan	II	2690001	2700000	0.0013645928395767	5765	7.8668777201596	37	3485.3018867925
Hawaii	II	2690001	2700000	0.00042696258263375	5515	2.3546986432251	10	2771.2307692308
Caribbean	II	2690001	2700000	0.00016812840155524	5811	0.97699414143751	5	4383.9122807018
Indonesia	II	2690001	2700000	0.00074742525507733	5746	4.2947055156743	11	5620.5
Africa	II	2690001	2700000	0.00043769029653787	5766	2.5237222498373	9	4317.4117647059
South America	II	2690001	2700000	0.000871124072953	5902	5.1413742785686	35	5376.3716475096
Central America	II	2690001	2700000	0.00081014434976015	5884	4.7668893539887	27	5222.1511627907
Australia	II	2690001	2700000	0.00031501578401605	5595	1.7625133115698	5	5327.3333333333
Micronesia	II	2690001	2700000	0.00041675881923499	5964	2.4855495979175	13	4298.4347826087
Taiwan	II	2700001	2710000	0.00097780283034147	6159	6.0222876320731	31	5547.8703703704
Hawaii	II	2700001	2710000	0.00057354393359048	6097	3.4968973631011	17	5464.3833333333
Caribbean	II	2700001	2710000	0.00064022348102347	6158	3.9424961961425	21	5561.59375
Indonesia	II	2700001	2710000	0.00031504242046192	6121	1.9283746556474	5	5686.25
Africa	II	2700001	2710000	0.00048468614906689	6086	2.9497999032211	12	5550.1176470588
South America	II	2700001	2710000	0.00051869788966981	6239	3.23615613365	22	5645.9501915709
Central America	II	2700001	2710000	0.0005446938442878	6184	3.3683867330757	19	5534.6436781609
Australia	II	2700001	2710000	0.0001112138629043	5955	0.66227855359511	2	5588.8333333333
Micronesia	II	2700001	2710000	0.00052719385373133	6299	3.3207940846537	18	5515.3333333333
Taiwan	II	2710001	2720000	0.0096068226264995	9077	87.201128980736	453	8922.3703703704
Hawaii	II	2710001	2720000	0.0077351583003981	9077	70.212031892713	369	8886.35
Caribbean	II	2710001	2720000	0.0070340988019585	9077	63.848514825378	345	9005.390625
Indonesia	II	2710001	2720000	0.0064641259011712	9077	58.674870804931	152	9071.25
Africa	II	2710001	2720000	0.0042316874816101	9077	38.411027270575	156	9038.7058823529
South America	II	2710001	2720000	0.0028537508422916	9077	25.903496395481	177	9064.7931034483
Central America	II	2710001	2720000	0.0046342352179558	9077	42.064953073385	241	9047.4252873563
Australia	II	2710001	2720000	0.00010944340976013	9077	0.99341783039266	3	9071
Micronesia	II	2710001	2720000	0.0074148704773337	9077	67.304779322758	365	8834.7391304348
Taiwan	II	2720001	2730000	0.0091936462947176	8408	77.300178045985	395	7284.1111111111
Hawaii	II	2720001	2730000	0.0056966678816543	8408	47.897583548949	251	7666.3
Caribbean	II	2720001	2730000	0.0038043920225877	8408	31.987328125918	173	8207.84375
Indonesia	II	2720001	2730000	0.00013760998969891	8408	1.1570247933884	3	8391.25
Africa	II	2720001	2730000	0.00023270279759185	8408	1.9565651221522	8	8378.7647058824
South America	II	2720001	2730000	0.00041786119200525	8408	3.5133769023801	24	8391.6053639847
Central America	II	2720001	2730000	0.0045673918682994	8408	38.402630828662	220	8343.6091954023
Australia	II	2720001	2730000	0.00015753533625003	8408	1.3245571071902	4	8398
Micronesia	II	2720001	2730000	0.0050362026823412	8408	42.344392153125	229	7710.0579710145
Taiwan	II	2730001	2740000	0.0099665381657822	8353	83.250493298779	433	7082.3518518519
Hawaii	II	2730001	2740000	0.0054469415989741	8338	45.416599052246	241	6666.5666666667
Caribbean	II	2730001	2740000	0.00074920656784673	8400	6.2933351699125	34	7698.765625
Indonesia	II	2730001	2740000	0.00074025898489343	8336	6.1707988980716	16	7751
Africa	II	2730001	2740000	0.00047732742672658	8198	3.9131302443045	16	7637.5294117647
South America	II	2730001	2740000	0.0012383518310206	8449	10.462834620293	71	7385.9961685824
Central America	II	2730001	2740000	0.00067781840608487	8409	5.6997749767677	32	6833.9885057471
Australia	II	2730001	2740000	0.00067029871543631	8067	5.4072997374247	16	7604.8333333333
Micronesia	II	2730001	2740000	0.00060548657500152	8504	5.149057833813	28	7495
Taiwan	II	2740001	2750000	0.011473812999395	8335	95.634231349961	497	7322.1851851852
Hawaii	II	2740001	2750000	0.0086936725841045	8119	70.583927710344	372	6794.9333333333
Caribbean	II	2740001	2750000	0.00067254528297986	8265	5.5585867638285	30	7782.59375
Indonesia	II	2740001	2750000	0.00095858242745098	8268	7.9255595101647	20	8018.5
Africa	II	2740001	2750000	0.00094629745653702	8179	7.7397668970163	28	6899.4705882353
South America	II	2740001	2750000	0.00081872061914331	8422	6.895265054425	47	7942.4252873563
Central America	II	2740001	2750000	0.00095806704360447	8381	8.0295598924491	46	7852.8965517241
Australia	II	2740001	2750000	0.0002828868608229	8194	2.3179749375829	7	7968.1666666667
Micronesia	II	2740001	2750000	0.00051070810963229	8415	4.2976087425558	23	7252.6811594203
Taiwan	II	2750001	2760000	0.006956528426161	9234	64.23658348717	337	9098.3703703704
Hawaii	II	2750001	2760000	0.0069533206704495	9234	64.206963070931	343	8737.5333333333
Caribbean	II	2750001	2760000	0.00029959092345011	9234	2.7664225871383	15	9208.265625
Indonesia	II	2750001	2760000	0.00020883416240496	9234	1.9283746556474	5	9208
Africa	II	2750001	2760000	0.00026611367261707	9234	2.457293652946	10	9192.3529411765
South America	II	2750001	2760000	0.00049135607989229	9234	4.5371820417254	31	9221.1877394636
Central America	II	2750001	2760000	0.00049140994806112	9234	4.5376794603963	26	9198.4367816092
Australia	II	2750001	2760000	0.00010758261104534	9234	0.99341783039266	3	9190.3333333333
Micronesia	II	2750001	2760000	0.00021767914997092	9234	2.0100492708315	11	9015.8405797101
Taiwan	II	2760001	2770000	0.0056377342854626	8585	48.399948840696	254	8494.3518518519
Hawaii	II	2760001	2770000	0.0081763453431347	8585	70.193924770812	370	8048.35
Caribbean	II	2760001	2770000	0.00045295476367904	8585	3.8886166461846	21	8554.203125
Indonesia	II	2760001	2770000	0.00044924278524109	8585	3.8567493112948	10	8522.5
Africa	II	2760001	2770000	0.00037034575695951	8585	3.1794183234974	13	8538.5882352941
South America	II	2760001	2770000	0.000579596774008	8585	4.9758383048587	34	8572.0268199234
Central America	II	2760001	2770000	0.0005283512527479	8585	4.5358955048407	26	8550.4827586207
Australia	II	2760001	2770000	0.00027000290478543	8585	2.3179749375829	7	8572.1666666667
Micronesia	II	2760001	2770000	0.00019283141337365	8585	1.6554576838128	9	8383.884057971
Taiwan	II	2770001	2780000	0.0080553767145305	8654	69.711230087547	366	8569.4074074074
Hawaii	II	2770001	2780000	0.0091943878600175	8654	79.568232540592	423	8162.1333333333
Caribbean	II	2770001	2780000	0.00040486529968246	8654	3.503704303452	19	8613.015625
Indonesia	II	2770001	2780000	0.00057935915237846	8654	5.0137741046832	13	8619.75
Africa	II	2770001	2780000	0.00048086883979336	8654	4.1614389395717	17	8550.8235294118
South America	II	2770001	2780000	0.00060900629830183	8654	5.2703405055041	36	8634.7049808429
Central America	II	2770001	2780000	0.0004843256594394	8654	4.1913542567885	24	8604.367816092
Australia	II	2770001	2780000	0.00015305721136933	8654	1.3245571071902	4	8631
Micronesia	II	2770001	2780000	0.00031684651620081	8654	2.7419897512018	15	8337.3043478261
Taiwan	II	2780001	2790000	0.0075287022764378	8476	63.813280495087	335	8362.9444444444
Hawaii	II	2780001	2790000	0.0076511891486112	8476	64.851479223629	344	7815.5166666667
Caribbean	II	2780001	2790000	0.00063140972797962	8476	5.3518288543553	29	8401.984375
Indonesia	II	2780001	2790000	0.00081903595567845	8476	6.9421487603306	18	8449.5
Africa	II	2780001	2790000	0.00051938078395972	8476	4.4022715248426	18	8335.2941176471
South America	II	2780001	2790000	0.00060471891510025	8476	5.1255975243897	35	8437.632183908
Central America	II	2780001	2790000	0.00045317527854971	8476	3.8411136609873	22	8430.908045977
Australia	II	2780001	2790000	0.00015643759385735	8467	1.3245571071902	4	8410.1666666667
Micronesia	II	2780001	2790000	0.00023700089440837	8476	2.0088195810053	11	8242.3333333333
Taiwan	II	2790001	2800000	0.010172541074265	8786	89.375945878488	469	8721.3148148148
Hawaii	II	2790001	2800000	0.01011984148705	8786	88.912927305218	472	8163.6166666667
Caribbean	II	2790001	2800000	0.00037768113366706	8786	3.3183064403988	18	8763.65625
Indonesia	II	2790001	2800000	0.0005706549174463	8786	5.0137741046832	13	8729
Africa	II	2790001	2800000	0.0005010552611931	8786	4.4022715248426	18	8642.3529411765
South America	II	2790001	2800000	0.00061627340418764	8786	5.4145781291926	37	8768.3295019157
Central America	II	2790001	2800000	0.0002978956717472	8786	2.6173113719709	15	8743.3908045977
Australia	II	2790001	2800000	0.00015091228292016	8777	1.3245571071902	4	8751.6666666667
Micronesia	II	2790001	2800000	0.00029149496890808	8786	2.5610747968264	14	8514.9130434783
Taiwan	II	2800001	2810000	0.0092983050733076	8886	82.624738881412	434	8783.9074074074
Hawaii	II	2800001	2810000	0.00089143160048803	8886	7.9212612019366	41	7003.65
Caribbean	II	2800001	2810000	0.00033243566810447	8886	2.9540233467763	16	8840.453125
Indonesia	II	2800001	2810000	0.0006076354980658	8886	5.3994490358127	14	8816.5
Africa	II	2800001	2810000	0.00036814317749845	8886	3.2713202752513	13	7971.1176470588
South America	II	2800001	2810000	0.00057645939745254	8886	5.1224182057633	35	8871.122605364
Central America	II	2800001	2810000	0.00025621220663351	8886	2.2767016681454	13	8842
Australia	II	2800001	2810000	0.00011180842210384	8885	0.99341783039266	3	8864.3333333333
Micronesia	II	2800001	2810000	0.00020746900368789	8886	1.8435695667706	10	8585.2898550725
Taiwan	II	2810001	2820000	0.0064876365186236	8754	56.792770084031	298	8678.6666666667
Hawaii	II	2810001	2820000	0.0069893238779862	8754	61.184541227891	325	8075.2833333333
Caribbean	II	2810001	2820000	0.0015379261639503	8754	13.463005639221	73	8702.484375
Indonesia	II	2810001	2820000	0.0029518186412697	8754	25.840220385675	67	8709.75
Africa	II	2810001	2820000	0.0018539063232192	8754	16.229095953461	66	8550.4117647059
South America	II	2810001	2820000	0.0010533883850936	8754	9.2213619231094	63	8714.3524904215
Central America	II	2810001	2820000	0.0002192069408386	8754	1.9189375601011	11	8717.4942528736
Australia	II	2810001	2820000	0.00011735591617161	8465	0.99341783039266	3	8451.5
Micronesia	II	2810001	2820000	0.00025029323349682	8754	2.1910669660312	12	8556.8115942029
Taiwan	II	2820001	2830000	0.0027864893241029	9222	25.697004546877	134	8015.8518518519
Hawaii	II	2820001	2830000	0.0027203653765506	9222	25.08720950255	134	8701.15
Caribbean	II	2820001	2830000	0.0024606459668981	9222	22.692077106734	123	9109.609375
Indonesia	II	2820001	2830000	0.0048547893370083	9222	44.77086726589	115	8124.5
Africa	II	2820001	2830000	0.0036441554454985	9222	33.606401518387	126	5127.2941176471
South America	II	2820001	2830000	0.0022859845943691	9222	21.081349929272	144	9181.2950191571
Central America	II	2820001	2830000	0.00047464070144528	9222	4.3771365487283	25	9173.3908045977
Australia	II	2820001	2830000	0.00025344138832089	9146	2.3179749375829	7	9024.3333333333
Micronesia	II	2820001	2830000	0.00035623112640105	9222	3.2851634476705	18	8951.0724637681
Taiwan	II	2830001	2840000	0.012779381702782	7997	102.19671547715	526	7074.1851851852
Hawaii	II	2830001	2840000	0.0080705901452171	7997	64.540509391301	343	7582.4666666667
Caribbean	II	2830001	2840000	0.0062723669394245	7997	50.160118414577	272	7930.015625
Indonesia	II	2830001	2840000	0.01304546533377	7997	104.32458627415	269	7108
Africa	II	2830001	2840000	0.012562633229084	7996	100.45081529975	343	4715.6470588235
South America	II	2830001	2840000	0.0051792294147934	7997	41.418297630103	283	7975.4444444444
Central America	II	2830001	2840000	0.0003931224372654	7997	3.1438001308114	18	7971.7816091954
Australia	II	2830001	2840000	0.000289855563034	7997	2.3179749375829	7	7993.3333333333
Micronesia	II	2830001	2840000	0.00041049644846876	7997	3.2827400984047	18	7873.9565217391
Taiwan	II	2840001	2850000	0.0055408012487677	8644	47.894685994348	249	8107.8333333333
Hawaii	II	2840001	2850000	0.0071641637130636	8644	61.927031135722	328	8137.1166666667
Caribbean	II	2840001	2850000	0.0045454635189563	8644	39.290986657858	213	8548.9375
Indonesia	II	2840001	2850000	0.00930697587805	8625	80.272666948181	208	8166
Africa	II	2840001	2850000	0.0072988636653221	8644	63.091377523044	234	7059.2941176471
South America	II	2840001	2850000	0.0036426029806798	8644	31.486660164996	215	8597.4444444444
Central America	II	2840001	2850000	0.00024229756913618	8644	2.0944201876132	12	8563.5747126437
Australia	II	2840001	2850000	0.00019194254393552	8626	1.6556963839878	5	8486.1666666667
Micronesia	II	2840001	2850000	0.00049076525888485	8644	4.2421748978007	23	8244.4492753623
Taiwan	II	2850001	2860000	0.00077395428682893	9104	7.0460798272906	37	8984.2407407407
Hawaii	II	2850001	2860000	0.00049304894234125	9104	4.4887175710747	24	8980.6
Caribbean	II	2850001	2860000	0.00050727741187882	9104	4.6182535577448	25	9018.609375
Indonesia	II	2850001	2860000	0.0012286490200062	9103	11.184392029117	27	9011.5
Africa	II	2850001	2860000	0.00053851350729077	9104	4.9026269703752	20	8981.6470588235
South America	II	2850001	2860000	0.00069137730404448	9104	6.2942989760209	43	9083.8659003831
Central America	II	2850001	2860000	0.00026825436930542	9104	2.4421877781565	14	9049.816091954
Australia	II	2850001	2860000	0.00010925083365145	9093	0.99341783039266	3	9036.3333333333
Micronesia	II	2850001	2860000	0.00038258550505785	9104	3.4830584380467	19	8812.5797101449
Taiwan	II	2860001	2870000	0.00079108551302767	8933	7.0667668878761	37	8834.8333333333
Hawaii	II	2860001	2870000	0.00069285983214542	8933	6.189316880555	33	8774.6333333333
Caribbean	II	2860001	2870000	0.0005387947863272	8933	4.8130538262609	26	8858.515625
Indonesia	II	2860001	2870000	0.00094983191367385	8933	8.4848484848485	22	8886
Africa	II	2860001	2870000	0.00055434297532381	8933	4.9519457985676	20	8705.6470588235
South America	II	2860001	2870000	0.0005408519722174	8933	4.831430667818	33	8912.6704980843
Central America	II	2860001	2870000	0.00033257274102688	8933	2.9708722955931	17	8885.816091954
Australia	II	2860001	2870000	0.00033384714811	8927	2.980253491178	9	8863.5
Micronesia	II	2860001	2870000	0.0003674162797122	8933	3.2821296266691	18	8680.9420289855
Taiwan	II	2870001	2880000	0.00093987352698095	8737	8.2116750052325	43	8639.5555555556
Hawaii	II	2870001	2880000	0.00070721891899531	8737	6.178971695262	33	8587.6166666667
Caribbean	II	2870001	2880000	0.00061268099967738	8737	5.3529938941812	29	8670.53125
Indonesia	II	2870001	2880000	0.0010654091358999	8737	9.3084796203575	24	8637.5
Africa	II	2870001	2880000	0.00072870388488638	8737	6.3666858422523	26	8503.2352941176
South America	II	2870001	2880000	0.00090530938495061	8737	7.9096880963135	54	8713.3180076628
Central America	II	2870001	2880000	0.0005200331217444	8737	4.5435293846808	26	8678.1609195402
Australia	II	2870001	2880000	0.00038057611400707	8701	3.3113927679755	10	8607.3333333333
Micronesia	II	2870001	2880000	0.00043861902638359	8737	3.8322144335134	21	8434.3623188406
Taiwan	II	2880001	2890000	0.00055380864984061	9306	5.1537432954167	27	9185.0555555556
Hawaii	II	2880001	2890000	0.00066556440601826	9306	6.1937423624059	33	9171.8833333333
Caribbean	II	2880001	2890000	0.00049557206481524	9306	4.6117936351707	25	9257.375
Indonesia	II	2880001	2890000	0.00086084421854873	9226	7.9421487603306	19	9095
Africa	II	2880001	2890000	0.00052730616762257	9306	4.9071111958956	20	9195.4117647059
South America	II	2880001	2890000	0.00048767019580951	9306	4.5382588422033	31	9279.3639846743
Central America	II	2880001	2890000	0.00024399476424395	9306	2.2706152760542	13	9248.3333333333
Australia	II	2880001	2890000	0.00028598879567963	9263	2.6491142143804	8	9181.3333333333
Micronesia	II	2880001	2890000	0.00023483753081231	9306	2.1853980617394	12	9033.884057971
Taiwan	II	2890001	2900000	0.00065072476639403	8750	5.6938417059478	29	7917.6481481481
Hawaii	II	2890001	2900000	0.0011190631320578	8579	9.600442609924	50	7822.5833333333
Caribbean	II	2890001	2900000	0.0006945778797164	8877	6.1657678382425	32	8332.828125
Indonesia	II	2890001	2900000	0.0017825271004669	8379	14.935794574812	36	7847.5
Africa	II	2890001	2900000	0.00055776943133064	8783	4.898888915377	20	7801.8235294118
South America	II	2890001	2900000	0.00086535750047632	8877	7.6817785317283	52	8448.5823754789
Central America	II	2890001	2900000	0.00036134130301497	8877	3.2076267468639	18	8335.6666666667
Australia	II	2890001	2900000	0.00035700209525371	8348	2.980253491178	9	8040
Micronesia	II	2890001	2900000	0.0003474939621852	8612	2.992618002339	16	7770.8405797101
Taiwan	II	2900001	2910000	0.00082745567047106	8044	6.6560534132692	34	7702.8703703704
Hawaii	II	2900001	2910000	0.00074247671792091	7965	5.91382705824	29	7608.6
Caribbean	II	2900001	2910000	0.0008257464563583	8566	7.0733441451652	38	8083.828125
Indonesia	II	2900001	2910000	0.0012851124958748	7805	10.030303030303	24	7680
Africa	II	2900001	2910000	0.00058854468797085	8397	4.9420097448912	19	7616.9411764706
South America	II	2900001	2910000	0.00069640121307078	8644	6.0196920857838	41	8276.153256705
Central America	II	2900001	2910000	0.00052965944244959	8586	4.5476559728721	26	8201.2643678161
Australia	II	2900001	2910000	0.00030495657644821	7601	2.3179749375829	7	7570
Micronesia	II	2900001	2910000	0.00055718474180075	8151	4.5416128304179	24	7686.1884057971
Taiwan	II	2910001	2920000	0.00095875054196472	6270	6.0113658981188	30	5502.7222222222
Hawaii	II	2910001	2920000	0.00094222973569858	6243	5.8823402399663	26	4720.6
Caribbean	II	2910001	2920000	0.00089876127268477	6653	5.9794587471718	32	6070.09375
Indonesia	II	2910001	2920000	0.0015581097994845	6121	9.5371900826446	21	4431
Africa	II	2910001	2920000	0.00074934377185627	6617	4.958407738373	16	3692.6470588235
South America	II	2910001	2920000	0.0012177480424839	6656	8.105330970773	55	6342.908045977
Central America	II	2910001	2920000	0.00090725745016993	6646	6.0296330138294	34	6232.3448275862
Australia	II	2910001	2920000	0.00040158955952579	5772	2.3179749375829	7	5527.3333333333
Micronesia	II	2910001	2920000	0.00071626499574066	6551	4.692251987097	21	5732.652173913
Taiwan	II	2920001	2930000	0.0013884052680333	5219	7.246087093866	38	4830.9444444444
