chrom,x,window_start,window_stop,stat_type,stat
II,9385000.5,9380001,9390000,d,-1.4182162345834
II,9385000.5,9380001,9390000,pi,3.4618984582615e-4
II,9385000.5,9380001,9390000,theta,0.0015350745002721
II,9395000.5,9390001,9400000,d,-0.88366548448794
II,9395000.5,9390001,9400000,pi,8.0589401555772e-4
II,9395000.5,9390001,9400000,theta,0.0015385064587323
II,9405000.5,9400001,9410000,d,-0.75655259202792
II,9405000.5,9400001,9410000,pi,8.702808066126e-4
II,9405000.5,9400001,9410000,theta,0.0014426168175662
II,9415000.5,9410001,9420000,d,-1.1820104508341
II,9415000.5,9410001,9420000,pi,3.7738129821896e-4
II,9415000.5,9410001,9420000,theta,0.0010504081041969
II,9425000.5,9420001,9430000,d,-1.2409642287013
II,9425000.5,9420001,9430000,pi,3.9752821889965e-4
II,9425000.5,9420001,9430000,theta,0.001116630541755
II,9435000.5,9430001,9440000,d,-0.94947158049317
II,9435000.5,9430001,9440000,pi,5.0264863001442e-4
II,9435000.5,9430001,9440000,theta,0.0011575372194385
II,9445000.5,9440001,9450000,d,-1.1605918602873
II,9445000.5,9440001,9450000,pi,3.9063377187772e-4
II,9445000.5,9440001,9450000,theta,0.001098853770686
II,9455000.5,9450001,9460000,d,-1.2554189844525
II,9455000.5,9450001,9460000,pi,4.2855009804652e-4
II,9455000.5,9450001,9460000,theta,0.0012636628376156
II,9465000.5,9460001,9470000,d,-1.1338700841875
II,9465000.5,9460001,9470000,pi,4.933745514922e-4
II,9465000.5,9460001,9470000,theta,0.0012198055693756
II,9475000.5,9470001,9480000,d,-1.101184750176
II,9475000.5,9470001,9480000,pi,5.8295453641206e-4
II,9475000.5,9470001,9480000,theta,0.0014153549561781
II,9485000.5,9480001,9490000,d,-1.3654537582019
II,9485000.5,9480001,9490000,pi,4.4836363806487e-4
II,9485000.5,9480001,9490000,theta,0.0016015045281793
II,9495000.5,9490001,9500000,d,-1.5496566150001
II,9495000.5,9490001,9500000,pi,0.0013142693890366
II,9495000.5,9490001,9500000,theta,0.0044655496691377
II,9505000.5,9500001,9510000,d,-1.1212992192881
II,9505000.5,9500001,9510000,pi,6.07446014959e-4
II,9505000.5,9500001,9510000,theta,0.0014990715711856
II,9515000.5,9510001,9520000,d,-0.80459903711408
II,9515000.5,9510001,9520000,pi,7.4597913664874e-4
II,9515000.5,9510001,9520000,theta,0.0013257634260086
II,9525000.5,9520001,9530000,d,-1.3743179255366
II,9525000.5,9520001,9530000,pi,2.6042478272614e-4
II,9525000.5,9520001,9530000,theta,0.0010574284779644
II,9535000.5,9530001,9540000,d,-1.0936954224656
II,9535000.5,9530001,9540000,pi,5.9595052608374e-4
II,9535000.5,9530001,9540000,theta,0.0014243024310446
II,9545000.5,9540001,9550000,d,-1.4872794675628
II,9545000.5,9540001,9550000,pi,4.7825915161377e-4
II,9545000.5,9540001,9550000,theta,0.0016936301033946
II,9555000.5,9550001,9560000,d,-1.2022721552967
II,9555000.5,9550001,9560000,pi,0.0021576233049865
II,9555000.5,9550001,9560000,theta,0.0052747833091586
II,9565000.5,9560001,9570000,d,-1.2640665745904
II,9565000.5,9560001,9570000,pi,0.0022656779887806
II,9565000.5,9560001,9570000,theta,0.0057995886933475
II,9575000.5,9570001,9580000,d,-2.0008555653097
II,9575000.5,9570001,9580000,pi,5.4859204043158e-4
II,9575000.5,9570001,9580000,theta,0.0046914687510275
II,9585000.5,9580001,9590000,d,-1.5994864236413
II,9585000.5,9580001,9590000,pi,0.0010056578687004
II,9585000.5,9580001,9590000,theta,0.0040182835909372
II,9595000.5,9590001,9600000,d,-1.1916678326214
II,9595000.5,9590001,9600000,pi,0.0021828755248175
II,9595000.5,9590001,9600000,theta,0.0045084935853231
II,9605000.5,9600001,9610000,d,-1.1712998853461
II,9605000.5,9600001,9610000,pi,0.0032798783858801
II,9605000.5,9600001,9610000,theta,0.0068358128512277
II,9615000.5,9610001,9620000,d,-1.215852435532
II,9615000.5,9610001,9620000,pi,0.0024554821530698
II,9615000.5,9610001,9620000,theta,0.0052900029708916
II,9625000.5,9620001,9630000,d,-1.2023850730694
II,9625000.5,9620001,9630000,pi,0.0020551442223959
II,9625000.5,9620001,9630000,theta,0.0041630318248236
II,9635000.5,9630001,9640000,d,-1.1158727564879
II,9635000.5,9630001,9640000,pi,0.0017639830570579
II,9635000.5,9630001,9640000,theta,0.0033960993159955
II,9645000.5,9640001,9650000,d,-0.18172625127011
II,9645000.5,9640001,9650000,pi,0.0018139400392311
II,9645000.5,9640001,9650000,theta,0.0021772025455374
II,9655000.5,9650001,9660000,d,-0.28650456306448
II,9655000.5,9650001,9660000,pi,0.0023761765833729
II,9655000.5,9650001,9660000,theta,0.0029845613181742
II,9665000.5,9660001,9670000,d,1.4812374452972
II,9665000.5,9660001,9670000,pi,0.0037923173308308
II,9665000.5,9660001,9670000,theta,0.0022612416225048
II,9675000.5,9670001,9680000,d,4.0119974071325
II,9675000.5,9670001,9680000,pi,0.013434646511252
II,9675000.5,9670001,9680000,theta,0.004955359817651
II,9685000.5,9680001,9690000,d,1.8171508242682
II,9685000.5,9680001,9690000,pi,0.010869933504702
II,9685000.5,9680001,9690000,theta,0.0052593683321009
II,9695000.5,9690001,9700000,d,0.44708631791117
II,9695000.5,9690001,9700000,pi,0.0068940943905175
II,9695000.5,9690001,9700000,theta,0.0055770857318227
II,9705000.5,9700001,9710000,d,-1.04314279117
II,9705000.5,9700001,9710000,pi,0.0039850081924131
II,9705000.5,9700001,9710000,theta,0.0071618660559106
II,9715000.5,9710001,9720000,d,2.1516455565335
II,9715000.5,9710001,9720000,pi,0.018217297570529
II,9715000.5,9710001,9720000,theta,0.0083912701535226
II,9725000.5,9720001,9730000,d,2.0825573442211
II,9725000.5,9720001,9730000,pi,0.01928578167181
II,9725000.5,9720001,9730000,theta,0.0097914508779114
II,9735000.5,9730001,9740000,d,2.3454199127756
II,9735000.5,9730001,9740000,pi,0.025390606356264
II,9735000.5,9730001,9740000,theta,0.012255932055102
II,9745000.5,9740001,9750000,d,2.6388184731894
II,9745000.5,9740001,9750000,pi,0.023967305894711
II,9745000.5,9740001,9750000,theta,0.010979577662824
II,9755000.5,9750001,9760000,d,0.016135520534446
II,9755000.5,9750001,9760000,pi,0.0090670740737724
II,9755000.5,9750001,9760000,theta,0.0091313524960481
II,9765000.5,9760001,9770000,d,-1.4183531836423
II,9765000.5,9760001,9770000,pi,0.0010111974671812
II,9765000.5,9760001,9770000,theta,0.0043396447223883
II,9775000.5,9770001,9780000,d,1.9886988522351
II,9775000.5,9770001,9780000,pi,0.018157002741928
II,9775000.5,9770001,9780000,theta,0.0082648520939445
II,9785000.5,9780001,9790000,d,0.78804662223406
II,9785000.5,9780001,9790000,pi,0.020359412973259
II,9785000.5,9780001,9790000,theta,0.01063783006015
II,9795000.5,9790001,9800000,d,1.5673206208275
II,9795000.5,9790001,9800000,pi,0.023883622334319
II,9795000.5,9790001,9800000,theta,0.011303888923842
II,9805000.5,9800001,9810000,d,0.5650948699335
II,9805000.5,9800001,9810000,pi,0.0047450155729772
II,9805000.5,9800001,9810000,theta,0.0039280097853178
II,9815000.5,9810001,9820000,d,-0.96826609480867
II,9815000.5,9810001,9820000,pi,0.0011245095240509
II,9815000.5,9810001,9820000,theta,0.0021732028753426
II,9825000.5,9820001,9830000,d,-1.1764257766286
II,9825000.5,9820001,9830000,pi,5.7021285459537e-4
II,9825000.5,9820001,9830000,theta,0.0014359589007794
II,9835000.5,9830001,9840000,d,-1.0919814989827
II,9835000.5,9830001,9840000,pi,5.6149695351293e-4
II,9835000.5,9830001,9840000,theta,0.0012143866394799
II,9845000.5,9840001,9850000,d,-1.2786647825953
II,9845000.5,9840001,9850000,pi,5.1446504199672e-4
II,9845000.5,9840001,9850000,theta,0.0014911295434891
II,9855000.5,9850001,9860000,d,-0.81998359734552
II,9855000.5,9850001,9860000,pi,6.6968319671092e-4
II,9855000.5,9850001,9860000,theta,0.0012283544194548
II,9865000.5,9860001,9870000,d,-0.79111544064515
II,9865000.5,9860001,9870000,pi,4.5439652783058e-4
II,9865000.5,9860001,9870000,theta,0.0013454680495582
II,9875000.5,9870001,9880000,d,-1.0003839885395
II,9875000.5,9870001,9880000,pi,3.9765773176097e-4
II,9875000.5,9870001,9880000,theta,0.0011589846978635
II,9885000.5,9880001,9890000,d,-0.84733771543333
II,9885000.5,9880001,9890000,pi,8.1828441258992e-4
II,9885000.5,9880001,9890000,theta,0.0015422612630423
II,9895000.5,9890001,9900000,d,-1.3178603226786
II,9895000.5,9890001,9900000,pi,2.8311040317682e-4
II,9895000.5,9890001,9900000,theta,0.0010280405277118
II,9905000.5,9900001,9910000,d,-0.88421283398041
II,9905000.5,9900001,9910000,pi,6.7614642545867e-4
II,9905000.5,9900001,9910000,theta,0.0013979568228546
II,9915000.5,9910001,9920000,d,-1.2484031778362
II,9915000.5,9910001,9920000,pi,5.9040321644418e-4
II,9915000.5,9910001,9920000,theta,0.0015822417799014
II,9925000.5,9920001,9930000,d,-0.27288634397418
II,9925000.5,9920001,9930000,pi,0.0011697655377269
II,9925000.5,9920001,9930000,theta,0.0017177742212626
II,9935000.5,9930001,9940000,d,-0.73311016678577
II,9935000.5,9930001,9940000,pi,0.0010925570096168
II,9935000.5,9930001,9940000,theta,0.0017335432340629
II,9945000.5,9940001,9950000,d,-1.1266715022056
II,9945000.5,9940001,9950000,pi,5.9133383791025e-4
II,9945000.5,9940001,9950000,theta,0.0015247889124038
II,9955000.5,9950001,9960000,d,-1.2549247118494
II,9955000.5,9950001,9960000,pi,6.9215606880997e-4
II,9955000.5,9950001,9960000,theta,0.0016593438762522
II,9965000.5,9960001,9970000,d,1.4490621168898
II,9965000.5,9960001,9970000,pi,0.0073450525184339
II,9965000.5,9960001,9970000,theta,0.0043795350165338
II,9975000.5,9970001,9980000,d,2.5563914643064
II,9975000.5,9970001,9980000,pi,0.024641937755036
II,9975000.5,9970001,9980000,theta,0.0078490101840078
II,9985000.5,9980001,9990000,d,3.0663595631555
II,9985000.5,9980001,9990000,pi,0.023316548285845
II,9985000.5,9980001,9990000,theta,0.0081361608364569
II,9995000.5,9990001,10000000,d,2.4438455674574
II,9995000.5,9990001,10000000,pi,0.020879873566156
II,9995000.5,9990001,10000000,theta,0.0063919594733355
II,10005000.5,10000001,10010000,d,0.072842636068662
II,10005000.5,10000001,10010000,pi,0.0020426699492192
II,10005000.5,10000001,10010000,theta,0.001913523335985
II,10015000.5,10010001,10020000,d,-0.43949127860297
II,10015000.5,10010001,10020000,pi,0.0014730038681154
II,10015000.5,10010001,10020000,theta,0.0020592226695844
II,10025000.5,10020001,10030000,d,-0.61767203800609
II,10025000.5,10020001,10030000,pi,0.001444118627449
II,10025000.5,10020001,10030000,theta,0.0021325843808417
II,10035000.5,10030001,10040000,d,-0.80603131294163
II,10035000.5,10030001,10040000,pi,9.8112530443937e-4
II,10035000.5,10030001,10040000,theta,0.0017715934690175
II,10045000.5,10040001,10050000,d,-0.61553239937677
II,10045000.5,10040001,10050000,pi,0.0011337391015763
II,10045000.5,10040001,10050000,theta,0.0021796189620834
II,10055000.5,10050001,10060000,d,-0.63160494629319
II,10055000.5,10050001,10060000,pi,9.0273827527215e-4
II,10055000.5,10050001,10060000,theta,0.0019355763386179
II,10065000.5,10060001,10070000,d,-1.1500329038501
II,10065000.5,10060001,10070000,pi,7.7003214385925e-4
II,10065000.5,10060001,10070000,theta,0.0017693059100617
II,10075000.5,10070001,10080000,d,-0.68250362371266
II,10075000.5,10070001,10080000,pi,7.8654700998565e-4
II,10075000.5,10070001,10080000,theta,0.0014299435068416
II,10085000.5,10080001,10090000,d,-0.8584476416817
II,10085000.5,10080001,10090000,pi,0.0010984787988851
II,10085000.5,10080001,10090000,theta,0.0022229812297628
II,10095000.5,10090001,10100000,d,-0.384622633919
II,10095000.5,10090001,10100000,pi,0.0011654837981299
II,10095000.5,10090001,10100000,theta,0.0016734184874422
II,10105000.5,10100001,10110000,d,-0.63471109776509
II,10105000.5,10100001,10110000,pi,0.0012576100238856
II,10105000.5,10100001,10110000,theta,0.0022335433736847
II,10115000.5,10110001,10120000,d,-0.78854123452462
II,10115000.5,10110001,10120000,pi,0.0010746402126302
II,10115000.5,10110001,10120000,theta,0.0024620947550854
II,10125000.5,10120001,10130000,d,-1.1242500584236
II,10125000.5,10120001,10130000,pi,0.0021215022139596
II,10125000.5,10120001,10130000,theta,0.0050250810483235
II,10135000.5,10130001,10140000,d,-0.91917058356522
II,10135000.5,10130001,10140000,pi,0.0042764910250837
II,10135000.5,10130001,10140000,theta,0.0078351750683386
II,10145000.5,10140001,10150000,d,-0.88113492692261
II,10145000.5,10140001,10150000,pi,0.001710509008869
II,10145000.5,10140001,10150000,theta,0.0038042951480639
II,10155000.5,10150001,10160000,d,-1.1965187633431
II,10155000.5,10150001,10160000,pi,0.0035601347401284
II,10155000.5,10150001,10160000,theta,0.0080795074296658009
II,10165000.5,10160001,10170000,d,-1.0057533853101
II,10165000.5,10160001,10170000,pi,0.0021855645675997
II,10165000.5,10160001,10170000,theta,0.0043360996611023
II,10175000.5,10170001,10180000,d,-0.72249580710452
II,10175000.5,10170001,10180000,pi,9.5084957852297e-4
II,10175000.5,10170001,10180000,theta,0.0017258659863667
II,10185000.5,10180001,10190000,d,-1.2871574074825
II,10185000.5,10180001,10190000,pi,6.3964782251839e-4
II,10185000.5,10180001,10190000,theta,0.0016874857813979
II,10195000.5,10190001,10200000,d,-1.0063629172483
II,10195000.5,10190001,10200000,pi,8.8571743863973e-4
II,10195000.5,10190001,10200000,theta,0.001884698929662
II,10205000.5,10200001,10210000,d,-0.6115029410763
II,10205000.5,10200001,10210000,pi,0.001551410967273
II,10205000.5,10200001,10210000,theta,0.0023865167016882
II,10215000.5,10210001,10220000,d,-1.1089166918751
II,10215000.5,10210001,10220000,pi,0.0010470139209637
II,10215000.5,10210001,10220000,theta,0.0023341999619731
II,10225000.5,10220001,10230000,d,-0.99540180284866
II,10225000.5,10220001,10230000,pi,9.842692271097e-4
II,10225000.5,10220001,10230000,theta,0.0021655433032613
II,10235000.5,10230001,10240000,d,-0.56640378414689
II,10235000.5,10230001,10240000,pi,0.0012083419539126
II,10235000.5,10230001,10240000,theta,0.0018276410578629
II,10245000.5,10240001,10250000,d,-0.85188894353507
II,10245000.5,10240001,10250000,pi,9.1662956491816e-4
II,10245000.5,10240001,10250000,theta,0.001815923546444
II,10255000.5,10250001,10260000,d,-1.1676540534114
II,10255000.5,10250001,10260000,pi,7.5286339059387e-4
II,10255000.5,10250001,10260000,theta,0.0021133857598479
II,10265000.5,10260001,10270000,d,-0.5621733695924
II,10265000.5,10260001,10270000,pi,0.0011800138528576
II,10265000.5,10260001,10270000,theta,0.0021993371414737
II,10275000.5,10270001,10280000,d,-0.82712826598815
II,10275000.5,10270001,10280000,pi,0.0011955600906141
II,10275000.5,10270001,10280000,theta,0.0024037986750466
II,10285000.5,10280001,10290000,d,-0.21831420007448
II,10285000.5,10280001,10290000,pi,0.0024038820597082
II,10285000.5,10280001,10290000,theta,0.0029606214079139
II,10295000.5,10290001,10300000,d,-0.42515883220915
II,10295000.5,10290001,10300000,pi,0.0019448377894389
II,10295000.5,10290001,10300000,theta,0.002826101512482
II,10305000.5,10300001,10310000,d,-0.8672392169453
II,10305000.5,10300001,10310000,pi,0.0010262494155885
II,10305000.5,10300001,10310000,theta,0.0022113049140872
II,10315000.5,10310001,10320000,d,-1.20203789137
II,10315000.5,10310001,10320000,pi,6.9858639224704e-4
II,10315000.5,10310001,10320000,theta,0.0021424870717853
II,10325000.5,10320001,10330000,d,-0.41718715312268
II,10325000.5,10320001,10330000,pi,0.0014330041467136
II,10325000.5,10320001,10330000,theta,0.0020661866679977
II,10335000.5,10330001,10340000,d,-0.86575765095339
II,10335000.5,10330001,10340000,pi,6.1732101431282e-4
II,10335000.5,10330001,10340000,theta,0.0015918315660918
II,10345000.5,10340001,10350000,d,-0.96307232444459
II,10345000.5,10340001,10350000,pi,8.2097996196178e-4
II,10345000.5,10340001,10350000,theta,0.0019453125987129
II,10355000.5,10350001,10360000,d,-0.81587381951422
II,10355000.5,10350001,10360000,pi,5.5566155242091e-4
II,10355000.5,10350001,10360000,theta,0.0012093851393764
II,10365000.5,10360001,10370000,d,-0.79703361990851
II,10365000.5,10360001,10370000,pi,9.0174271510895e-4
II,10365000.5,10360001,10370000,theta,0.0021152392751055
II,10375000.5,10370001,10380000,d,-1.1006343273011
II,10375000.5,10370001,10380000,pi,5.5976058546668e-4
II,10375000.5,10370001,10380000,theta,0.0015387542348955
II,10385000.5,10380001,10390000,d,-0.79715351091061
II,10385000.5,10380001,10390000,pi,9.1456640949112e-4
II,10385000.5,10380001,10390000,theta,0.0016407613772837
II,10395000.5,10390001,10400000,d,-1.2441217053546
II,10395000.5,10390001,10400000,pi,6.8902452659469e-4
II,10395000.5,10390001,10400000,theta,0.0018886726237414
II,10405000.5,10400001,10410000,d,-0.9839638080552
II,10405000.5,10400001,10410000,pi,8.5076906581278e-4
II,10405000.5,10400001,10410000,theta,0.00200644257255
II,10415000.5,10410001,10420000,d,-1.2676136360014
II,10415000.5,10410001,10420000,pi,9.2478261039354e-4
II,10415000.5,10410001,10420000,theta,0.0029311664326718
II,10425000.5,10420001,10430000,d,-1.0585240087745
II,10425000.5,10420001,10430000,pi,0.0034546974702279
II,10425000.5,10420001,10430000,theta,0.0079537895105508
II,10435000.5,10430001,10440000,d,0.34053103321575
II,10435000.5,10430001,10440000,pi,0.0155103667756
II,10435000.5,10430001,10440000,theta,0.01216704894894
II,10445000.5,10440001,10450000,d,0.41637076743727
II,10445000.5,10440001,10450000,pi,0.018199678510208
II,10445000.5,10440001,10450000,theta,0.011976224451557
II,10455000.5,10450001,10460000,d,0.19685490185154
II,10455000.5,10450001,10460000,pi,0.01222101289832
II,10455000.5,10450001,10460000,theta,0.010423699557921
II,10465000.5,10460001,10470000,d,-0.082033244960546
II,10465000.5,10460001,10470000,pi,0.0082400851271569
II,10465000.5,10460001,10470000,theta,0.008361745876279
II,10475000.5,10470001,10480000,d,-0.91039631964217
II,10475000.5,10470001,10480000,pi,0.0023963227228301
II,10475000.5,10470001,10480000,theta,0.0051979221099247
II,10485000.5,10480001,10490000,d,-1.4136851949763
II,10485000.5,10480001,10490000,pi,0.0013488862726159
II,10485000.5,10480001,10490000,theta,0.0045285304747933
II,10495000.5,10490001,10500000,d,-1.9660197046299
II,10495000.5,10490001,10500000,pi,9.2304462805855e-4
II,10495000.5,10490001,10500000,theta,0.0072256376017754
II,10505000.5,10500001,10510000,d,-2.1248153991886
II,10505000.5,10500001,10510000,pi,5.2605863216141e-4
II,10505000.5,10500001,10510000,theta,0.0055032179317876
II,10515000.5,10510001,10520000,d,-1.7120359712485
II,10515000.5,10510001,10520000,pi,0.0013502224498137
II,10515000.5,10510001,10520000,theta,0.0054814291569574
II,10525000.5,10520001,10530000,d,-0.90010792314105
II,10525000.5,10520001,10530000,pi,8.3790287088281e-4
II,10525000.5,10520001,10530000,theta,0.0015333399255321
II,10535000.5,10530001,10540000,d,-1.0016800149172
II,10535000.5,10530001,10540000,pi,5.915446086717e-4
II,10535000.5,10530001,10540000,theta,0.001889268816458
II,10545000.5,10540001,10550000,d,-0.88185696510991
II,10545000.5,10540001,10550000,pi,9.7174483570037e-4
II,10545000.5,10540001,10550000,theta,0.0026652446854434
II,10555000.5,10550001,10560000,d,-0.46583101836458
II,10555000.5,10550001,10560000,pi,0.0016003433363579
II,10555000.5,10550001,10560000,theta,0.0026907261681823
II,10565000.5,10560001,10570000,d,-0.32958943941297
II,10565000.5,10560001,10570000,pi,0.0029860957255181
II,10565000.5,10560001,10570000,theta,0.0049600439408648
II,10575000.5,10570001,10580000,d,-0.77578723800033
II,10575000.5,10570001,10580000,pi,0.0011114966800808
II,10575000.5,10570001,10580000,theta,0.0023816282243322
II,10585000.5,10580001,10590000,d,-0.69192036715926
II,10585000.5,10580001,10590000,pi,0.0013081402843782
II,10585000.5,10580001,10590000,theta,0.0024140230294156
II,10595000.5,10590001,10600000,d,-1.1591837452794
II,10595000.5,10590001,10600000,pi,0.0030021820981676
II,10595000.5,10590001,10600000,theta,0.007778382575897
II,10605000.5,10600001,10610000,d,-0.7708264401468
II,10605000.5,10600001,10610000,pi,0.0022762844079389
II,10605000.5,10600001,10610000,theta,0.0043666236567953
II,10615000.5,10610001,10620000,d,-1.0010819686831
II,10615000.5,10610001,10620000,pi,0.0011165813588308
II,10615000.5,10610001,10620000,theta,0.0025951887453763
II,10625000.5,10620001,10630000,d,-0.91471158743099
II,10625000.5,10620001,10630000,pi,0.0014701045345291
II,10625000.5,10620001,10630000,theta,0.0029325956755608
II,10635000.5,10630001,10640000,d,-0.32814718422261
II,10635000.5,10630001,10640000,pi,0.0019715222158229
II,10635000.5,10630001,10640000,theta,0.0020285550977881
II,10645000.5,10640001,10650000,d,-1.1534279759816
II,10645000.5,10640001,10650000,pi,8.1400822358513e-4
II,10645000.5,10640001,10650000,theta,0.0022727475712856
II,10655000.5,10650001,10660000,d,-0.77552605031082
II,10655000.5,10650001,10660000,pi,0.0012418163650666
II,10655000.5,10650001,10660000,theta,0.0020608403993057
II,10665000.5,10660001,10670000,d,-1.0494414884924
II,10665000.5,10660001,10670000,pi,7.0006223849168e-4
II,10665000.5,10660001,10670000,theta,0.0019981700049598
II,10675000.5,10670001,10680000,d,-0.64002335943305
II,10675000.5,10670001,10680000,pi,0.0010822584231737
II,10675000.5,10670001,10680000,theta,0.002778814640337
II,10685000.5,10680001,10690000,d,-0.54236645917055
II,10685000.5,10680001,10690000,pi,5.5517610677267e-4
II,10685000.5,10680001,10690000,theta,9.6544512927594e-4
II,10695000.5,10690001,10700000,d,-0.47247068502051
II,10695000.5,10690001,10700000,pi,0.0010364776613681
II,10695000.5,10690001,10700000,theta,0.0015809018308
II,10705000.5,10700001,10710000,d,0.27817459266224
II,10705000.5,10700001,10710000,pi,0.0033961501907135
II,10705000.5,10700001,10710000,theta,0.0029131934407537
II,10715000.5,10710001,10720000,d,-0.82714627177405
II,10715000.5,10710001,10720000,pi,9.7964819276599e-4
II,10715000.5,10710001,10720000,theta,0.0021085453446195
II,10725000.5,10720001,10730000,d,-1.0650881372649
II,10725000.5,10720001,10730000,pi,0.0011183748145387
II,10725000.5,10720001,10730000,theta,0.0025228479229654
II,10735000.5,10730001,10740000,d,-0.88557332632936
II,10735000.5,10730001,10740000,pi,0.0010689327062445
II,10735000.5,10730001,10740000,theta,0.0022293539629042
II,10745000.5,10740001,10750000,d,-1.1047273025229
II,10745000.5,10740001,10750000,pi,9.7419046963427e-4
II,10745000.5,10740001,10750000,theta,0.0022675841742166
II,10755000.5,10750001,10760000,d,-1.437229705641
II,10755000.5,10750001,10760000,pi,8.4931847368062e-4
II,10755000.5,10750001,10760000,theta,0.0026314390616894
II,10765000.5,10760001,10770000,d,-0.89093879432749
II,10765000.5,10760001,10770000,pi,0.0027563856329525
II,10765000.5,10760001,10770000,theta,0.0040900335073768
II,10775000.5,10770001,10780000,d,-0.96617942298693
II,10775000.5,10770001,10780000,pi,0.0031620396494288
II,10775000.5,10770001,10780000,theta,0.0059129224907213
II,10785000.5,10780001,10790000,d,-1.0450832853044
II,10785000.5,10780001,10790000,pi,0.0017779630575303
II,10785000.5,10780001,10790000,theta,0.0043175998052115
II,10795000.5,10790001,10800000,d,-1.2068076958741
II,10795000.5,10790001,10800000,pi,6.9363934453738e-4
II,10795000.5,10790001,10800000,theta,0.0018455862636151
II,10805000.5,10800001,10810000,d,-1.0813932227437
II,10805000.5,10800001,10810000,pi,7.3601048473218e-4
II,10805000.5,10800001,10810000,theta,0.0017723881966274
II,10815000.5,10810001,10820000,d,-0.92503925551293
II,10815000.5,10810001,10820000,pi,0.0010776487334465
II,10815000.5,10810001,10820000,theta,0.0021983760355671
II,10825000.5,10820001,10830000,d,-0.75520917042365
II,10825000.5,10820001,10830000,pi,0.0014009563328738
II,10825000.5,10820001,10830000,theta,0.0028713848086356
II,10835000.5,10830001,10840000,d,-1.3221470425264
II,10835000.5,10830001,10840000,pi,7.5523576564249e-4
II,10835000.5,10830001,10840000,theta,0.002806168158118
II,10845000.5,10840001,10850000,d,-0.82348038789395
II,10845000.5,10840001,10850000,pi,0.0011754033478212
II,10845000.5,10840001,10850000,theta,0.0021203316693263
II,10855000.5,10850001,10860000,d,-1.2797564297136
II,10855000.5,10850001,10860000,pi,6.2075578453559e-4
II,10855000.5,10850001,10860000,theta,0.0022605682388535
II,10865000.5,10860001,10870000,d,0.80034675018756
II,10865000.5,10860001,10870000,pi,0.0070046199898028
II,10865000.5,10860001,10870000,theta,0.0045547259124661
II,10875000.5,10870001,10880000,d,1.4235921522825
II,10875000.5,10870001,10880000,pi,0.021487346573083
II,10875000.5,10870001,10880000,theta,0.0099561418266875
II,10885000.5,10880001,10890000,d,-0.083735752774948
II,10885000.5,10880001,10890000,pi,0.005447446475156
II,10885000.5,10880001,10890000,theta,0.0065349870349511
II,10895000.5,10890001,10900000,d,-1.1156242322271
II,10895000.5,10890001,10900000,pi,0.001902901407952
II,10895000.5,10890001,10900000,theta,0.0050415043603289
II,10905000.5,10900001,10910000,d,-1.1091695768016
II,10905000.5,10900001,10910000,pi,0.0030227226414049
II,10905000.5,10900001,10910000,theta,0.0071470600625558
II,10915000.5,10910001,10920000,d,-1.1121681673849
II,10915000.5,10910001,10920000,pi,0.0023045425879881
II,10915000.5,10910001,10920000,theta,0.0050942717221303
II,10925000.5,10920001,10930000,d,-1.1905679796986
II,10925000.5,10920001,10930000,pi,0.0035992991973095
II,10925000.5,10920001,10930000,theta,0.0085872275499302
II,10935000.5,10930001,10940000,d,-1.0149649749976
II,10935000.5,10930001,10940000,pi,0.0024418458998898
II,10935000.5,10930001,10940000,theta,0.0054246522175666
II,10945000.5,10940001,10950000,d,-0.78240365007329
II,10945000.5,10940001,10950000,pi,0.0024115274725161
II,10945000.5,10940001,10950000,theta,0.0041862568067793
II,10955000.5,10950001,10960000,d,-1.1173074170801
II,10955000.5,10950001,10960000,pi,0.0010557374887913
II,10955000.5,10950001,10960000,theta,0.0027588803199376
II,10965000.5,10960001,10970000,d,-1.0020089038682
II,10965000.5,10960001,10970000,pi,0.0011864431202124
II,10965000.5,10960001,10970000,theta,0.002842866583172
II,10975000.5,10970001,10980000,d,-1.1858366607734
II,10975000.5,10970001,10980000,pi,8.3698625097676e-4
II,10975000.5,10970001,10980000,theta,0.0028898321561416
II,10985000.5,10980001,10990000,d,-0.64442519894811
II,10985000.5,10980001,10990000,pi,0.001945611400324
II,10985000.5,10980001,10990000,theta,0.0029027452051358
II,10995000.5,10990001,11000000,d,-0.90442429827587
II,10995000.5,10990001,11000000,pi,0.0012225739260044
II,10995000.5,10990001,11000000,theta,0.0025909516301424
II,11005000.5,11000001,11010000,d,-0.87141906908695
II,11005000.5,11000001,11010000,pi,0.0013146525059772
II,11005000.5,11000001,11010000,theta,0.0026965640235185
II,11015000.5,11010001,11020000,d,-0.8084062547364
II,11015000.5,11010001,11020000,pi,0.0024609680106458
II,11015000.5,11010001,11020000,theta,0.0052604403929844
II,11025000.5,11020001,11030000,d,-1.0498567397717
II,11025000.5,11020001,11030000,pi,9.5114021601833e-4
II,11025000.5,11020001,11030000,theta,0.0029015517966568
II,11035000.5,11030001,11040000,d,-0.97841694806233
II,11035000.5,11030001,11040000,pi,0.0010665288409541
II,11035000.5,11030001,11040000,theta,0.0023257956019145
II,11045000.5,11040001,11050000,d,-0.93142064695763
II,11045000.5,11040001,11050000,pi,0.0036520981588367
II,11045000.5,11040001,11050000,theta,0.0075843338786162
II,11055000.5,11050001,11060000,d,-1.505870371042
II,11055000.5,11050001,11060000,pi,0.0029377008150533
