,0,1
1380,13800001,13810000
1381,13810001,13820000
1382,13820001,13830000
1383,13830001,13840000
1384,13840001,13850000
1385,13850001,13860000
1386,13860001,13870000
1387,13870001,13880000
1388,13880001,13890000
1389,13890001,13900000
1390,13900001,13910000
1391,13910001,13920000
1392,13920001,13930000
1393,13930001,13940000
1394,13940001,13950000
1395,13950001,13960000
1396,13960001,13970000
1397,13970001,13980000
1398,13980001,13990000
1399,13990001,14000000
1400,14000001,14010000
1401,14010001,14020000
1402,14020001,14030000
1403,14030001,14040000
1404,14040001,14050000
1405,14050001,14060000
1406,14060001,14070000
1407,14070001,14080000
1408,14080001,14090000
1409,14090001,14100000
1410,14100001,14110000
1411,14110001,14120000
1412,14120001,14130000
1413,14130001,14140000
1414,14140001,14150000
1415,14150001,14160000
1416,14160001,14170000
1417,14170001,14180000
1418,14180001,14190000
1419,14190001,14200000
1420,14200001,14210000
1421,14210001,14220000
1422,14220001,14230000
1423,14230001,14240000
1424,14240001,14250000
1425,14250001,14260000
1426,14260001,14270000
1427,14270001,14280000
1428,14280001,14290000
1429,14290001,14300000
1430,14300001,14310000
1431,14310001,14320000
1432,14320001,14330000
1433,14330001,14340000
1434,14340001,14350000
1435,14350001,14360000
1436,14360001,14370000
1437,14370001,14380000
1438,14380001,14390000
1439,14390001,14400000
1440,14400001,14410000
1441,14410001,14420000
1442,14420001,14430000
1443,14430001,14440000
1444,14440001,14450000
1445,14450001,14460000
1446,14460001,14470000
1447,14470001,14480000
1448,14480001,14490000
1449,14490001,14500000
1450,14500001,14510000
1451,14510001,14520000
1452,14520001,14530000
1453,14530001,14540000
1454,14540001,14550000
1455,14550001,14560000
1456,14560001,14570000
1457,14570001,14580000
1458,14580001,14590000
1459,14590001,14600000
1460,14600001,14610000
1461,14610001,14620000
1462,14620001,14630000
1463,14630001,14640000
1464,14640001,14650000
1465,14650001,14660000
1466,14660001,14670000
1467,14670001,14680000
1468,14680001,14690000
1469,14690001,14700000
1470,14700001,14710000
1471,14710001,14720000
1472,14720001,14730000
1473,14730001,14740000
1474,14740001,14750000
1475,14750001,14760000
1476,14760001,14770000
1477,14770001,14780000
1478,14780001,14790000
1479,14790001,14800000
1480,14800001,14810000
1481,14810001,14820000
1482,14820001,14830000
1483,14830001,14840000
1484,14840001,14850000
1485,14850001,14860000
1486,14860001,14870000
1487,14870001,14880000
1488,14880001,14890000
1489,14890001,14900000
1490,14900001,14910000
1491,14910001,14920000
1492,14920001,14930000
1493,14930001,14940000
1494,14940001,14950000
1495,14950001,14960000
1496,14960001,14970000
1497,14970001,14980000
1498,14980001,14990000
1499,14990001,15000000
1500,15000001,15010000
1501,15010001,15020000
1502,15020001,15030000
1503,15030001,15040000
1504,15040001,15050000
1505,15050001,15060000
1506,15060001,15070000
1507,15070001,15080000
1508,15080001,15090000
1509,15090001,15100000
1510,15100001,15110000
1511,15110001,15120000
1512,15120001,15130000
1513,15130001,15140000
1514,15140001,15150000
1515,15150001,15160000
1516,15160001,15170000
1517,15170001,15180000
1518,15180001,15190000
1519,15190001,15200000
1520,15200001,15210000
1521,15210001,15220000
1522,15220001,15230000
1523,15230001,15240000
1524,15240001,15250000
1525,15250001,15260000
1526,15260001,15270000
1527,15270001,15280000
1528,15280001,15290000
1529,15290001,15300000
1530,15300001,15310000
1531,15310001,15320000
1532,15320001,15330000
1533,15330001,15340000
1534,15340001,15350000
1535,15350001,15360000
1536,15360001,15370000
1537,15370001,15380000
1538,15380001,15390000
1539,15390001,15400000
1540,15400001,15410000
1541,15410001,15420000
1542,15420001,15430000
1543,15430001,15440000
1544,15440001,15450000
1545,15450001,15460000
1546,15460001,15470000
1547,15470001,15480000
1548,15480001,15490000
1549,15490001,15500000
1550,15500001,15510000
1551,15510001,15520000
1552,15520001,15530000
1553,15530001,15540000
1554,15540001,15550000
1555,15550001,15560000
1556,15560001,15570000
1557,15570001,15580000
1558,15580001,15590000
1559,15590001,15600000
1560,15600001,15610000
1561,15610001,15620000
1562,15620001,15630000
1563,15630001,15640000
1564,15640001,15650000
1565,15650001,15660000
1566,15660001,15670000
1567,15670001,15680000
1568,15680001,15690000
1569,15690001,15700000
1570,15700001,15710000
1571,15710001,15720000
1572,15720001,15730000
1573,15730001,15740000
1574,15740001,15750000
1575,15750001,15760000
1576,15760001,15770000
1577,15770001,15780000
1578,15780001,15790000
1579,15790001,15800000
1580,15800001,15810000
1581,15810001,15820000
1582,15820001,15830000
1583,15830001,15840000
1584,15840001,15850000
1585,15850001,15860000
1586,15860001,15870000
1587,15870001,15880000
1588,15880001,15890000
1589,15890001,15900000
1590,15900001,15910000
1591,15910001,15920000
1592,15920001,15930000
1593,15930001,15940000
1594,15940001,15950000
1595,15950001,15960000
1596,15960001,15970000
1597,15970001,15980000
1598,15980001,15990000
1599,15990001,16000000
1600,16000001,16010000
1601,16010001,16020000
1602,16020001,16030000
1603,16030001,16040000
1604,16040001,16050000
1605,16050001,16060000
1606,16060001,16070000
1607,16070001,16080000
1608,16080001,16090000
1609,16090001,16100000
1610,16100001,16110000
1611,16110001,16120000
1612,16120001,16130000
1613,16130001,16140000
1614,16140001,16150000
1615,16150001,16160000
1616,16160001,16170000
1617,16170001,16180000
1618,16180001,16190000
1619,16190001,16200000
1620,16200001,16210000
1621,16210001,16220000
1622,16220001,16230000
1623,16230001,16240000
1624,16240001,16250000
1625,16250001,16260000
1626,16260001,16270000
1627,16270001,16280000
1628,16280001,16290000
1629,16290001,16300000
1630,16300001,16310000
1631,16310001,16320000
1632,16320001,16330000
1633,16330001,16340000
1634,16340001,16350000
1635,16350001,16360000
1636,16360001,16370000
1637,16370001,16380000
1638,16380001,16390000
1639,16390001,16400000
1640,16400001,16410000
1641,16410001,16420000
1642,16420001,16430000
1643,16430001,16440000
1644,16440001,16450000
1645,16450001,16460000
1646,16460001,16470000
1647,16470001,16480000
1648,16480001,16490000
1649,16490001,16500000
1650,16500001,16510000
1651,16510001,16520000
1652,16520001,16530000
1653,16530001,16540000
1654,16540001,16550000
1655,16550001,16560000
1656,16560001,16570000
1657,16570001,16580000
1658,16580001,16590000
1659,16590001,16600000
1660,16600001,16610000
1661,16610001,16620000
1662,16620001,16630000
1663,16630001,16640000
1664,16640001,16650000
1665,16650001,16660000
1666,16660001,16670000
1667,16670001,16680000
1668,16680001,16690000
1669,16690001,16700000
1670,16700001,16710000
1671,16710001,16720000
1672,16720001,16730000
1673,16730001,16740000
1674,16740001,16750000
1675,16750001,16760000
1676,16760001,16770000
1677,16770001,16780000
1678,16780001,16790000
1679,16790001,16800000
1680,16800001,16810000
1681,16810001,16820000
1682,16820001,16830000
1683,16830001,16840000
1684,16840001,16850000
1685,16850001,16860000
1686,16860001,16870000
1687,16870001,16880000
1688,16880001,16890000
1689,16890001,16900000
1690,16900001,16910000
1691,16910001,16920000
1692,16920001,16930000
1693,16930001,16940000
1694,16940001,16950000
1695,16950001,16960000
1696,16960001,16970000
1697,16970001,16980000
1698,16980001,16990000
1699,16990001,17000000
1700,17000001,17010000
1701,17010001,17020000
1702,17020001,17030000
1703,17030001,17040000
1704,17040001,17050000
1705,17050001,17060000
1706,17060001,17070000
1707,17070001,17080000
1708,17080001,17090000
1709,17090001,17100000
1710,17100001,17110000
1711,17110001,17120000
1712,17120001,17130000
1713,17130001,17140000
1714,17140001,17150000
1715,17150001,17160000
1716,17160001,17170000
1717,17170001,17180000
1718,17180001,17190000
1719,17190001,17200000
1720,17200001,17210000
1721,17210001,17220000
1722,17220001,17230000
1723,17230001,17240000
1724,17240001,17250000
1725,17250001,17260000
1726,17260001,17270000
1727,17270001,17280000
1728,17280001,17290000
1729,17290001,17300000
1730,17300001,17310000
1731,17310001,17320000
1732,17320001,17330000
1733,17330001,17340000
1734,17340001,17350000
1735,17350001,17360000
1736,17360001,17370000
1737,17370001,17380000
1738,17380001,17390000
1739,17390001,17400000
1740,17400001,17410000
1741,17410001,17420000
1742,17420001,17430000
1743,17430001,17440000
1744,17440001,17450000
1745,17450001,17460000
1746,17460001,17470000
1747,17470001,17480000
1748,17480001,17490000
1749,17490001,17500000
1750,17500001,17510000
1751,17510001,17520000
1752,17520001,17530000
1753,17530001,17540000
1754,17540001,17550000
1755,17550001,17560000
1756,17560001,17570000
1757,17570001,17580000
1758,17580001,17590000
1759,17590001,17600000
1760,17600001,17610000
1761,17610001,17620000
1762,17620001,17630000
1763,17630001,17640000
1764,17640001,17650000
1765,17650001,17660000
1766,17660001,17670000
1767,17670001,17680000
1768,17680001,17690000
1769,17690001,17700000
1770,17700001,17710000
1771,17710001,17718942
